1	8.45684	3.58807	780
1	9.12553	3.65858	786
1	9.78715	3.84944	792
1	10.4722	3.95545	798
1	11.066	4.06128	804
1	11.7318	4.32056	810
1	12.3813	4.49679	816
2	13.0175	5.78259	804
2	12.0878	5.75195	810
2	11.7463	5.72981	816
2	11.1752	5.83625	822
2	10.4343	5.8732	828
2	10.0503	6.17149	834
2	9.5713	6.23735	840
2	9.08407	6.26384	846
2	8.55275	6.37403	852
2	8.09789	6.48104	858
2	7.63537	6.54834	864
2	7.16709	6.61648	870
2	6.73417	6.64146	876
2	6.34262	6.70589	882
2	5.99147	6.76836	888
2	5.59737	6.91819	894
2	5.23947	6.98223	900
2	5.0151	7.03843	906
2	4.79759	7.22224	912
2	4.54404	7.57986	918
2	4.45188	7.58616	924
2	4.20076	7.30324	930
2	4.02868	7.52918	936
2	3.90574	7.79532	942
2	3.57695	7.81849	948
2	3.25137	7.92804	954
2	2.82414	8.00215	960
2	2.3405	8.03704	966
2	1.84428	7.9847	972
2	1.43788	7.8806	978
2	0.969661	7.68996	984
2	0.539206	7.4041	990
2	0.107027	7.15973	996
2	-0.322917	7.00309	1002
2	-0.679414	6.51937	1008
2	-1.12687	6.26515	1014
2	-1.52196	6.05168	1020
3	12.2707	6.66842	834
3	11.9363	6.76664	840
3	11.4481	6.91441	846
3	10.8258	6.79827	852
3	10.3942	6.7861	858
3	9.84092	6.86058	864
3	9.35647	6.85117	870
3	8.94538	6.79634	876
3	8.41089	6.86987	882
3	7.94863	6.85773	888
3	7.43549	6.80701	894
3	6.96275	6.8356	900
3	6.57854	6.98376	906
3	6.13915	7.01107	912
3	5.74179	7.07785	918
3	5.38542	7.14247	924
3	5.06061	7.03563	930
3	4.87287	6.96201	936
3	4.60035	7.02124	942
3	4.45923	6.98703	948
3	4.13724	7.04951	954
3	3.75687	6.98628	960
3	3.42305	6.96285	966
3	3.08016	6.85229	972
3	2.80407	7.04338	978
3	2.2372	7.29762	984
3	1.78145	7.14899	990
3	1.31996	6.99849	996
3	0.859648	6.93551	1002
3	0.243315	6.92548	1008
3	-0.282052	6.86408	1014
3	-0.720569	6.65916	1020
4	-1.71141	5.12596	846
4	-1.11899	5.10605	852
4	-0.534957	5.08643	858
4	0.0891175	5.01964	864
4	0.758581	4.99752	870
4	1.36341	4.93243	876
4	1.95939	4.86829	882
4	2.59869	4.84788	888
4	3.22474	4.78382	894
4	3.79671	4.76589	900
4	4.54367	4.69912	906
4	5.18802	4.67929	912
4	5.77929	4.70374	918
4	6.35889	4.68558	924
4	6.97321	4.66632	930
4	7.72098	4.93351	936
4	8.31484	4.9537	942
4	8.89905	4.97355	948
4	9.51812	5.07231	954
4	10.1245	5.12935	960
4	10.6437	5.22824	966
4	11.1952	5.3633	972
4	11.7741	5.45546	978
4	12.2296	5.51257	984
5	-1.88611	4.3795	846
5	-1.28201	4.45818	852
5	-0.694648	4.44308	858
5	-0.0782938	4.24287	864
5	0.595343	4.22708	870
5	1.20388	4.16742	876
5	1.80348	4.10864	882
5	2.44664	4.0943	888
5	3.12469	4.03484	894
5	3.69934	4.02235	900
5	4.31525	4.05262	906
5	4.96464	4.03813	912
5	5.56051	4.06778	918
5	6.14454	4.05443	924
5	6.76352	4.04027	930
5	7.4222	4.1508	936
5	8.02232	4.17756	942
5	8.61264	4.20389	948
5	9.3162	4.22656	954
5	9.92764	4.29128	960
5	10.4511	4.39716	966
5	11.0071	4.53987	972
5	11.5789	4.32493	978
5	12.0778	4.42809	984
6	12.1629	5.74824	846
6	11.6747	5.85033	852
6	11.101	5.91857	858
6	10.5147	5.90884	864
6	9.99818	5.89496	870
6	9.43901	6.00333	876
6	8.90854	6.03039	882
6	8.40984	6.01501	888
6	7.86609	6.08355	894
6	7.40008	6.14869	900
6	6.83675	6.13605	906
6	6.35527	6.1606	912
6	5.87004	6.22757	918
6	5.37081	6.1683	924
6	4.95625	6.10369	930
6	4.44991	6.12867	936
6	3.89562	6.24271	942
6	3.41683	6.17962	948
6	3.08534	6.23978	954
6	2.70895	6.39056	960
6	2.36526	6.36409	966
6	2.01191	6.24891	972
6	1.65847	6.17709	978
6	1.25486	6.15168	984
6	0.897821	6.12361	990
6	0.479055	6.00731	996
6	0.479055	6.00731	1002
6	-0.196955	5.99227	1008
6	-0.469984	5.86676	1014
6	-0.752801	5.64837	1020
7	12.092	5.86803	930
7	11.2984	6.02604	936
7	10.4787	5.98996	942
7	9.767	6.10671	948
7	8.90659	5.98995	954
7	8.15058	5.86415	960
7	7.38453	5.85964	966
7	6.59972	5.81325	972
7	5.88209	5.67733	978
7	5.10954	5.62595	984
7	4.31218	5.44398	990
7	3.55344	5.38712	996
7	2.81833	5.19499	1002
7	2.0748	5.0881	1008
7	1.37026	5.02241	1014
7	0.700344	4.90846	1020
8	-2.58775	-0.415001	948
8	-2.25626	0.17741	954
8	-1.67412	0.528483	960
8	-1.38443	0.72588	966
8	-0.708691	1.07024	972
8	-0.358126	1.45186	978
8	0.284154	1.59856	984
8	0.820298	1.83461	990
8	1.24018	1.97507	996
8	1.76268	2.20543	1002
8	2.47534	2.43228	1008
8	2.92876	2.61103	1014
8	3.66707	2.83021	1020
8	4.08569	2.69521	1026
8	4.65124	2.73636	1032
8	5.26489	2.9502	1038
8	5.86804	3.16039	1044
8	6.49801	3.23873	1050
8	7.00032	3.57089	1056
8	7.52688	3.6879	1062
8	8.09222	3.88533	1068
8	8.68592	3.9963	1074
8	9.23058	4.1472	1080
8	9.72622	4.2968	1086
8	10.251	4.3628	1092
8	10.7319	4.50863	1098
8	11.2028	4.57332	1104
8	11.5922	4.67894	1110
8	11.9799	4.86136	1116
8	12.4349	4.96117	1122
8	12.8098	5.06255	1128
9	12.8339	4.67584	1050
9	12.8339	4.67584	1056
9	12.8339	4.67584	1062
9	12.8339	4.67584	1068
9	12.8339	4.67584	1074
9	12.8326	4.63726	1080
9	12.8314	4.59866	1086
9	12.8301	4.56005	1092
9	12.867	4.55886	1098
9	12.9026	4.51908	1104
10	12.7806	5.29487	1050
10	12.7806	5.29487	1056
10	12.7806	5.29487	1062
10	12.7806	5.29487	1068
10	12.7806	5.29487	1074
10	12.7806	5.29487	1080
10	12.7794	5.25643	1086
10	12.8162	5.25485	1092
10	12.8899	5.25172	1098
10	12.9634	5.24859	1104
11	12.5148	6.19269	1050
11	11.7258	6.19802	1056
11	11.4487	5.93994	1062
11	11.1026	5.95779	1068
11	10.6748	5.97984	1074
11	10.2865	6.11906	1080
11	10.0935	6.24877	1086
11	9.77058	6.18653	1092
11	9.64642	6.11306	1098
11	9.31916	6.04974	1104
11	8.86546	5.99203	1110
11	8.44542	5.89077	1116
11	7.83831	5.54945	1122
11	7.32151	5.48892	1128
11	6.88197	5.38214	1134
11	6.43445	5.23196	1140
11	5.94389	5.20851	1146
11	5.53459	5.13876	1152
11	5.07225	5.02699	1158
